run,date,start_time,ebeam,current,target,hms_p,hms_th,shms_p,shms_th,ps1,ps2,ps3,ps4,ps5,ps6,run_type,comment
24959,08/17,04:12,10.6716,40.0,Cu,-3.642,16.75,4.868,7.51,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24960,08/17,05:15,10.6716,8.0,LD2,-3.642,16.75,3.632,7.51,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24961,08/17,05:45,10.6716,8.0,LD2,-3.642,16.75,3.632,7.51,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24962,08/17,06:20,10.6716,8.0,LD2,-3.642,16.75,3.632,7.51,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24964,08/17,06:59,10.6716,8.0,LD2,-3.642,16.75,3.632,7.51,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24965,08/17,07:38,10.6716,4.0,LD2,-3.642,16.75,3.632,7.51,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24966,08/17,08:23,10.6716,4.0,LD2,-3.642,16.75,3.632,7.51,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24967,08/17,09:02,10.6716,8.0,LD2,-3.642,16.75,3.632,7.51,-1,-1,-1,1,-1,-1,HMSDIS,0
24968,08/17,09:25,10.6716,8.0,LD2,-3.642,16.75,3.632,7.51,-1,7,-1,-1,-1,-1,SHMSDIS,0
24969,08/17,09:57,10.6716,18.0,LH2,-3.642,16.75,3.632,7.51,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24970,08/17,11:30,10.6716,18.0,LH2,-3.642,16.75,3.632,7.51,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24971,08/17,12:04,10.6716,18.0,LH2,-3.642,16.75,3.632,7.51,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24972,08/17,12:39,10.6716,18.0,LH2,-3.642,16.75,3.632,7.51,-1,-1,-1,-1,0,-1,PI+SIDIS,0
24974,08/17,13:17,10.6716,9.0,LH2,-3.642,16.75,3.632,7.51,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24975,08/17,13:52,10.6716,9.0,LH2,-3.642,16.75,3.632,7.51,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24978,08/17,14:37,10.6716,18.0,LH2,-3.642,16.75,3.632,7.51,-1,-1,-1,1,-1,-1,HMSDIS,0
24980,08/17,14:58,10.6716,18.0,LH2,-3.642,16.75,3.632,7.51,-1,7,-1,-1,-1,-1,SHMSDIS,0
24981,08/17,15:27,10.6716,20.0,Dummy,-3.642,16.75,3.632,7.51,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24982,08/17,16:01,10.6716,20.0,Dummy,-3.642,16.75,3.632,7.51,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24983,08/17,16:36,10.6716,20.0,Dummy,-3.642,16.75,3.632,7.51,-1,-1,-1,0,-1,-1,HMSDIS,0
24984,08/17,16:52,10.6716,20.0,Dummy,-3.642,16.75,3.632,7.51,-1,6,-1,-1,-1,-1,SHMSDIS,0
24985,08/17,17:19,10.6716,15.0,C,-3.642,16.75,3.632,7.51,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24986,08/17,17:55,10.6716,15.0,C,-3.642,16.75,3.632,7.51,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24987,08/17,18:31,10.6716,15.0,C,-3.642,16.75,3.632,7.51,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24988,08/17,19:03,10.6716,7.5,C,-3.642,16.75,3.632,7.51,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24989,08/17,19:36,10.6716,15.0,C,-3.642,16.75,3.632,7.51,-1,-1,-1,1,-1,-1,HMSDIS,0
24990,08/17,19:53,10.6716,15.0,C,-3.642,16.75,3.632,7.51,-1,6,-1,-1,-1,-1,SHMSDIS,0
24991,08/17,20:22,10.6716,17.0,Cu,-3.642,16.75,3.632,7.51,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24992,08/17,20:55,10.6716,17.0,Cu,-3.642,16.75,3.632,7.51,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24994,08/17,21:49,10.6716,17.0,Cu,-3.642,16.75,3.632,7.51,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24995,08/17,22:27,10.6716,17.0,Cu,-3.642,16.75,3.632,7.51,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24996,08/17,23:02,10.6716,17.0,Cu,-3.642,16.75,3.632,7.51,-1,-1,-1,1,-1,-1,HMSDIS,0
24997,08/17,23:25,10.6716,17.0,Cu,-3.642,16.75,3.632,7.51,-1,6,-1,-1,-1,-1,SHMSDIS,0
24998,08/17,23:52,10.6716,8.0,LD2,-3.642,16.75,3.632,7.51,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24999,08/18,00:28,10.6716,8.0,LD2,-3.642,16.75,3.632,7.51,-1,-1,-1,-1,-1,0,PI+SIDIS,0
25000,08/18,01:08,10.6716,4.0,LD2,-3.642,16.75,3.632,7.51,-1,-1,-1,-1,-1,0,PI+SIDIS,0
25001,08/18,01:44,10.6716,4.0,LD2,-3.642,16.75,3.632,7.51,-1,-1,-1,-1,-1,0,PI+SIDIS,0
25002,08/18,02:31,10.6716,9.0,LH2,-3.642,16.75,3.632,7.51,-1,-1,-1,-1,-1,0,PI+SIDIS,0
25003,08/18,03:06,10.6716,9.0,LH2,-3.642,16.75,3.632,7.51,-1,-1,-1,-1,-1,0,PI+SIDIS,0
25004,08/18,03:46,10.6716,20.0,Dummy,-3.642,16.75,3.632,7.51,-1,-1,-1,-1,-1,0,PI+SIDIS,0
25005,08/18,04:20,10.6716,20.0,Dummy,-3.642,16.75,3.632,7.51,-1,-1,-1,-1,-1,0,PI+SIDIS,0
25006,08/18,06:24,10.6716,17.0,Cu,-3.642,16.75,3.632,7.51,-1,-1,-1,-1,-1,0,PI+SIDIS,0
25007,08/18,07:12,10.6716,8.0,LD2,-3.642,16.75,3.632,7.51,-1,-1,-1,-1,-1,0,PI+SIDIS,0
25008,08/18,07:44,10.6716,8.0,LD2,-3.642,16.75,3.632,7.51,-1,-1,-1,-1,-1,0,PI+SIDIS,0
25009,08/18,19:31,10.6716,5.0,HOLE,-3.642,16.75,-6.538,7.51,-1,0,-1,-1,-1,-1,HOLE,0
25010,08/18,19:54,10.6716,26.0,LD2,-3.642,16.75,-6.538,7.51,-1,-1,-1,-1,-1,0,PI-SIDIS,0
25011,08/18,20:27,10.6716,26.0,LD2,-3.642,16.75,-6.538,7.51,-1,-1,-1,-1,-1,0,PI-SIDIS,0
25012,08/18,20:59,10.6716,13.0,LD2,-3.642,16.75,-6.538,7.51,-1,-1,-1,-1,-1,0,PI-SIDIS,0
25016,08/18,22:20,10.6716,47.0,LH2,-3.642,16.75,-6.538,7.51,-1,-1,-1,-1,-1,0,PI-SIDIS,Stopped early due to beam trip (~20 mins of good data)
25017,08/18,23:39,10.6716,47.0,LH2,-3.642,16.75,-6.538,7.51,-1,-1,-1,-1,-1,0,PI-SIDIS,0
25018,08/18,23:40,10.6716,47.0,LH2,-3.642,16.75,-6.538,7.51,-1,-1,-1,-1,0,-1,PI-SIDIS,0
25019,08/19,00:17,10.6716,32.0,LH2,-3.642,16.75,-6.538,7.51,-1,-1,-1,-1,-1,0,PI-SIDIS,0
25020,08/19,00:52,10.6716,16.0,LH2,-3.642,16.75,-6.538,7.51,-1,-1,-1,-1,-1,0,PI-SIDIS,0
25021,08/19,01:28,10.6716,47.0,LH2,-3.642,16.75,-6.538,7.51,-1,-1,-1,3,-1,-1,HMSDIS,0
25022,08/19,01:47,10.6716,47.0,LH2,-3.642,16.75,-6.538,7.51,-1,9,-1,-1,-1,-1,SHMSDIS,0
25023,08/19,02:16,10.6716,13.0,LD2,-3.642,16.75,-6.538,7.51,-1,-1,-1,2,-1,-1,HMSDIS,0
25024,08/19,02:35,10.6716,13.0,LD2,-3.642,16.75,-6.538,7.51,-1,8,-1,-1,-1,-1,SHMSDIS,0
25026,08/19,06:02,10.6716,40.0,Dummy,-3.642,16.75,-6.538,7.51,-1,-1,-1,-1,-1,0,PI-SIDIS,0
25027,08/19,06:36,10.6716,40.0,Dummy,-3.642,16.75,-6.538,7.51,-1,-1,-1,-1,-1,0,PI-SIDIS,0
25028,08/19,07:11,10.6716,40.0,Dummy,-3.642,16.75,-6.538,7.51,-1,-1,-1,2,-1,-1,HMSDIS,0
25029,08/19,07:29,10.6716,40.0,Dummy,-3.642,16.75,-6.538,7.51,-1,8,-1,-1,-1,-1,SHMSDIS,0
25030,08/19,07:59,10.6716,42.0,C,-3.642,16.75,-6.538,7.51,-1,-1,-1,-1,-1,0,PI-SIDIS,0
25031,08/19,08:35,10.6716,42.0,C,-3.642,16.75,-6.538,7.51,-1,-1,-1,-1,-1,0,PI-SIDIS,0
25032,08/19,16:52,10.6716,5.0,HOLE,-3.642,16.75,-6.538,7.51,-1,-1,-1,0,-1,-1,HOLE,0
25034,08/19,17:19,10.6716,42.0,C,-3.642,16.75,-6.538,7.51,-1,-1,-1,-1,-1,0,PI-SIDIS,0
25035,08/19,17:36,10.6716,21.0,C,-3.642,16.75,-6.538,7.51,-1,-1,-1,-1,-1,0,PI-SIDIS,0
25036,08/19,18:17,10.6716,42.0,C,-3.642,16.75,-6.538,7.51,-1,-1,-1,3,-1,-1,HMSDIS,0
25037,08/19,18:37,10.6716,42.0,C,-3.642,16.75,-6.538,7.51,-1,9,-1,-1,-1,-1,SHMSDIS,many beam trips; target moved ~20s before run Stop!
25038,08/19,19:13,10.6716,45.0,Cu,-3.642,16.75,-6.538,7.51,-1,-1,-1,-1,-1,0,PI-SIDIS,0
25041,08/19,21:06,10.6716,45.0,Cu,-3.642,16.75,-6.538,7.51,-1,-1,-1,-1,-1,0,PI-SIDIS,0
25042,08/19,21:41,10.6716,45.0,Cu,-3.642,16.75,-6.538,7.51,-1,-1,-1,3,-1,-1,HMSDIS,0
25043,08/19,21:57,10.6716,45.0,Cu,-3.642,16.75,-6.538,7.51,-1,9,-1,-1,-1,-1,SHMSDIS,0
25044,08/19,22:29,10.6716,18.0,LD2,-3.642,16.75,-4.868,7.51,-1,-1,-1,-1,-1,0,PI-SIDIS,0
25045,08/19,23:00,10.6716,18.0,LD2,-3.642,16.75,-4.868,7.51,-1,-1,-1,-1,-1,0,PI-SIDIS,0
25046,08/19,23:35,10.6716,9.0,LD2,-3.642,16.75,-4.868,7.51,-1,-1,-1,-1,-1,0,PI-SIDIS,0
25047,08/20,00:10,10.6716,9.0,LD2,-3.642,16.75,-4.868,7.51,-1,-1,-1,1,-1,-1,HMSDIS,0
25048,08/20,00:28,10.6716,9.0,LD2,-3.642,16.75,-4.868,7.51,-1,7,-1,-1,-1,-1,SHMSDIS,0
25049,08/20,01:04,10.6716,37.0,LH2,-3.642,16.75,-4.868,7.51,-1,-1,-1,-1,-1,0,PI-SIDIS,0
25050,08/20,01:38,10.6716,37.0,LH2,-3.642,16.75,-4.868,7.51,-1,-1,-1,-1,-1,0,PI-SIDIS,0
25051,08/20,02:12,10.6716,37.0,LH2,-3.642,16.75,-4.868,7.51,-1,-1,-1,-1,0,-1,PI-SIDIS,0
25052,08/20,02:48,10.6716,24.0,LH2,-3.642,16.75,-4.868,7.51,-1,-1,-1,-1,-1,0,PI-SIDIS,0
25053,08/20,03:22,10.6716,12.0,LH2,-3.642,16.75,-4.868,7.51,-1,-1,-1,-1,-1,0,PI-SIDIS,0
25054,08/20,03:57,10.6716,37.0,LH2,-3.642,16.75,-4.868,7.51,-1,-1,-1,2,-1,-1,HMSDIS,0
25055,08/20,04:16,10.6716,37.0,LH2,-3.642,16.75,-4.868,7.51,-1,8,-1,-1,-1,-1,SHMSDIS,0
25056,08/20,04:46,10.6716,40.0,Dummy,-3.642,16.75,-4.868,7.51,-1,-1,-1,-1,-1,0,PI-SIDIS,0
25057,08/20,05:32,10.6716,40.0,Dummy,-3.642,16.75,-4.868,7.51,-1,-1,-1,2,-1,-1,HMSDIS,0
25058,08/20,05:48,10.6716,40.0,Dummy,-3.642,16.75,-4.868,7.51,-1,8,-1,-1,-1,-1,SHMSDIS,0
25059,08/20,06:13,10.6716,30.0,C,-3.642,16.75,-4.868,7.51,-1,-1,-1,-1,-1,0,PI-SIDIS,0
25060,08/20,06:44,10.6716,30.0,C,-3.642,16.75,-4.868,7.51,-1,-1,-1,-1,-1,0,PI-SIDIS,0
25061,08/20,07:28,10.6716,35.0,Cu,-3.642,16.75,-4.868,7.51,-1,-1,-1,-1,-1,0,PI-SIDIS,0
25062,08/20,17:01,10.6716,35.0,Cu,-3.642,16.75,-4.868,7.51,-1,-1,-1,-1,-1,0,PI-SIDIS,0
25063,08/20,17:35,10.6716,35.0,Cu,-3.642,16.75,-4.868,7.51,-1,-1,-1,-1,-1,0,PI-SIDIS,Stopped early due to long beam trip
25064,08/20,19:10,10.6716,35.0,Cu,-3.642,16.75,-4.868,7.51,-1,-1,-1,-1,-1,0,PI-SIDIS,HMS 1x+ Good ADC/TDC Occp looked weird (LOG 4447091)
25065,08/20,19:41,10.6716,18.0,LD2,-3.642,16.75,-4.868,7.51,-1,-1,-1,-1,-1,0,PI-SIDIS,HMS 1x+ Good ADC/TDC Occp looked weird (LOG 4447091)
25066,08/20,20:16,10.6716,18.0,LD2,-3.642,16.75,-4.868,7.51,-1,-1,-1,-1,-1,0,PI-SIDIS,HMS 1x+ Good ADC/TDC Occp issue went away by itself
25067,08/20,20:50,10.6716,18.0,LD2,-3.642,16.75,-4.868,7.51,-1,-1,-1,-1,-1,0,PI-SIDIS,0
25068,08/20,21:23,10.6716,9.0,LD2,-3.642,16.75,-4.868,7.51,-1,-1,-1,-1,-1,0,PI-SIDIS,0
25069,08/20,22:02,10.6716,37.0,LH2,-3.642,16.75,-4.868,7.51,-1,-1,-1,-1,-1,0,PI-SIDIS,0
25070,08/20,22:36,10.6716,37.0,LH2,-3.642,16.75,-4.868,7.51,-1,-1,-1,-1,-1,0,PI-SIDIS,0
25071,08/20,23:10,10.6716,37.0,LH2,-3.642,16.75,-4.868,7.51,-1,-1,-1,-1,-1,0,PI-SIDIS,0
25072,08/20,23:45,10.6716,24.0,LH2,-3.642,16.75,-4.868,7.51,-1,-1,-1,-1,-1,0,PI-SIDIS,0
25073,08/21,00;17,10.6716,12.0,LH2,-3.642,16.75,-4.868,7.51,-1,-1,-1,-1,-1,0,PI-SIDIS,0
25074,08/21,01:02,10.6716,40.0,Dummy,-3.642,16.75,-4.868,7.51,-1,-1,-1,-1,-1,0,PI-SIDIS,0
25076,08/21,01:57,10.6716,8.0,LD2,-3.642,16.75,-3.632,7.51,-1,-1,-1,-1,-1,0,PI-SIDIS,0
25077,08/21,02:28,10.6716,8.0,LD2,-3.642,16.75,-3.632,7.51,-1,-1,-1,-1,-1,0,PI-SIDIS,0
25078,08/21,03:00,10.6716,8.0,LD2,-3.642,16.75,-3.632,7.51,-1,-1,-1,-1,-1,0,PI-SIDIS,0
25079,08/21,03:36,10.6716,5.0,LD2,-3.642,16.75,-3.632,7.51,-1,-1,-1,-1,-1,0,PI-SIDIS,0
25080,08/21,04:08,10.6716,5.0,LD2,-3.642,16.75,-3.632,7.51,-1,-1,-1,-1,-1,0,PI-SIDIS,0
25081,08/21,04:43,10.6716,8.0,LD2,-3.642,16.75,-3.632,7.51,-1,-1,-1,1,-1,-1,HMSDIS,0
25082,08/21,05:01,10.6716,8.0,LD2,-3.642,16.75,-3.632,7.51,-1,7,-1,-1,-1,-1,SHMSDIS,0
25083,08/21,05:30,10.6716,18.0,LH2,-3.642,16.75,-3.632,7.51,-1,-1,-1,-1,-1,0,PI-SIDIS,0
25084,08/21,06:06,10.6716,18.0,LH2,-3.642,16.75,-3.632,7.51,-1,-1,-1,-1,-1,0,PI-SIDIS,0
25085,08/21,06:50,10.6716,18.0,LH2,-3.642,16.75,-3.632,7.51,-1,-1,-1,-1,-1,0,PI-SIDIS,0
25086,08/21,13:30,10.6716,18.0,LH2,-3.642,16.75,-3.632,7.51,-1,-1,-1,-1,0,-1,PI-SIDIS,0
25087,08/21,14:07,10.6716,9.0,LH2,-3.642,16.75,-3.632,7.51,-1,-1,-1,-1,-1,0,PI-SIDIS,HMS 1A Good TDC occupancy a little wonky
25088,08/21,14:37,10.6716,9.0,LH2,-3.642,16.75,-3.632,7.51,-1,-1,-1,-1,-1,0,PI-SIDIS,0
25089,08/21,15:14,10.6716,18.0,LH2,-3.642,16.75,-3.632,7.51,-1,-1,-1,1,-1,-1,HMSDIS,0
25090,08/21,15:31,10.6716,18.0,LH2,-3.642,16.75,-3.632,7.51,-1,7,-1,-1,-1,-1,SHMSDIS,0
25091,08/21,15:49,10.6716,18.0,LH2,-3.642,16.75,-3.632,7.51,-1,-1,-1,-1,-1,0,PI-SIDIS,Shift crew forgot to change to dummy target.  Still good data.
25092,08/21,16:01,10.6716,20.0,Dummy,-3.642,16.75,-3.632,7.51,-1,-1,-1,-1,-1,0,PI-SIDIS,Lots of beam trips in this one.Extended run time to get 30 minutes.
25093,08/21,16:45,10.6716,20.0,Dummy,-3.642,16.75,-3.632,7.51,-1,-1,-1,-1,-1,0,PI-SIDIS,0
25094,08/21,17:21,10.6716,20.0,Dummy,-3.642,16.75,-3.632,7.51,-1,-1,-1,0,-1,-1,HMSDIS,0
25095,08/21,17:40,10.6716,20.0,Dummy,-3.642,16.75,-3.632,7.51,-1,7,-1,-1,-1,-1,SHMSDIS,0
25096,08/21,18:05,10.6716,18.0,C,-3.642,16.75,-3.632,7.51,-1,-1,-1,-1,-1,0,PI-SIDIS,0
25097,08/21,18:38,10.6716,18.0,C,-3.642,16.75,-3.632,7.51,-1,-1,-1,-1,-1,0,PI-SIDIS,0
25098,08/21,19:09,10.6716,18.0,C,-3.642,16.75,-3.632,7.51,-1,-1,-1,-1,-1,0,PI-SIDIS,0
25099,08/21,19:46,10.6716,9.0,C,-3.642,16.75,-3.632,7.51,-1,-1,-1,-1,-1,0,PI-SIDIS,0
25101,08/21,20:27,10.6716,18.0,C,-3.642,16.75,-3.632,7.51,-1,-1,-1,1,-1,-1,HMSDIS,0
25102,08/21,20:49,10.6716,21.0,Cu,-3.642,16.75,-3.632,7.51,-1,-1,-1,-1,-1,0,PI-SIDIS,0
25103,08/21,21:35,10.6716,21.0,Cu,-3.642,16.75,-3.632,7.51,-1,-1,-1,-1,-1,0,PI-SIDIS,0
25104,08/21,22:11,10.6716,21.0,Cu,-3.642,16.75,-3.632,7.51,-1,-1,-1,-1,-1,0,PI-SIDIS,0
25105,08/21,22:51,10.6716,21.0,Cu,-3.642,16.75,-3.632,7.51,-1,-1,-1,-1,-1,0,PI-SIDIS,0
25106,08/21,23:29,10.6716,21.0,Cu,-3.642,16.75,-3.632,7.51,-1,-1,-1,1,-1,-1,HMSDIS,0
25108,08/22,00:28,10.6716,10.0,LD2,-3.642,16.75,-3.632,7.51,-1,-1,-1,-1,-1,0,PI-SIDIS,0
25109,08/22,01:00,10.6716,10.0,LD2,-3.642,16.75,-3.632,7.51,-1,-1,-1,-1,-1,0,PI-SIDIS,0
25110,08/22,01:35,10.6716,10.0,LD2,-3.642,16.75,-3.632,7.51,-1,-1,-1,-1,-1,0,PI-SIDIS,0
25111,08/22,02:09,10.6716,6.0,LD2,-3.642,16.75,-3.632,7.51,-1,-1,-1,-1,-1,0,PI-SIDIS,0
25112,08/22,02:42,10.6716,6.0,LD2,-3.642,16.75,-3.632,7.51,-1,-1,-1,-1,-1,0,PI-SIDIS,0
25114,08/22,03:22,10.6716,24.0,LH2,-3.642,16.75,-3.632,7.51,-1,-1,-1,-1,-1,0,PI-SIDIS,0
25115,08/22,03:58,10.6716,24.0,LH2,-3.642,16.75,-3.632,7.51,-1,-1,-1,-1,-1,0,PI-SIDIS,0
25116,08/22,04:31,10.6716,24.0,LH2,-3.642,16.75,-3.632,7.51,-1,-1,-1,-1,-1,0,PI-SIDIS,0
25117,08/22,05:08,10.6716,12.0,LH2,-3.642,16.75,-3.632,7.51,-1,-1,-1,-1,-1,0,PI-SIDIS,0
25119,08/22,06:03,10.6716,12.0,LH2,-3.642,16.75,-3.632,7.51,-1,-1,-1,-1,-1,0,PI-SIDIS,0
25120,08/22,06:48,10.6716,20.0,Dummy,-3.642,16.75,-3.632,7.51,-1,-1,-1,-1,-1,0,PI-SIDIS,0
25121,08/22,07:20,10.6716,20.0,Dummy,-3.642,16.75,-3.632,7.51,-1,-1,-1,-1,-1,0,PI-SIDIS,0
25122,08/22,08:30,10.6716,40.0,LD2,-3.642,16.75,-6.538,10.305,-1,-1,-1,-1,-1,0,PI-SIDIS,0
25123,08/22,08:59,10.6716,40.0,LD2,-3.642,16.75,-6.538,10.305,-1,-1,-1,-1,-1,0,PI-SIDIS,SHMS dipole tripped ~ 15 mins before run stop!
25124,08/22,09:52,10.6716,20.0,LD2,-3.642,16.75,-6.538,10.305,-1,-1,-1,-1,-1,0,PI-SIDIS,0
25125,08/22,10:25,10.6716,20.0,LD2,-3.642,16.75,-6.538,10.305,-1,-1,-1,2,-1,-1,HMSDIS,0
25126,08/22,10:49,10.6716,55.0,LH2,-3.642,16.75,-6.538,10.305,-1,-1,-1,-1,-1,0,PI-SIDIS,0
25127,08/22,10:56,10.6716,45.0,LH2,-3.642,16.75,-6.538,10.305,-1,-1,-1,-1,-1,0,PI-SIDIS,0
25128,08/22,11:26,10.6716,45.0,LH2,-3.642,16.75,-6.538,10.305,-1,-1,-1,-1,-1,0,PI-SIDIS,0
25129,08/22,11:56,10.6716,45.0,LH2,-3.642,16.75,-6.538,10.305,-1,-1,-1,-1,0,-1,PI-SIDIS,0
25130,08/22,12:30,10.6716,24.0,LH2,-3.642,16.75,-6.538,10.305,-1,-1,-1,-1,0,-1,PI-SIDIS,0
25131,08/22,12:33,10.6716,24.0,LH2,-3.642,16.75,-6.538,10.305,-1,-1,-1,-1,-1,0,PI-SIDIS,0
25132,08/22,13:04,10.6716,24.0,LH2,-3.642,16.75,-6.538,10.305,-1,-1,-1,1,-1,-1,HMSDIS,0
25133,08/22,13:31,10.6716,24.0,LH2,-3.642,16.75,-6.538,10.305,-1,-1,3,-1,-1,-1,HMSDIS,0
25134,08/22,13:53,10.6716,40.0,Dummy,-3.642,16.75,-6.538,10.305,-1,-1,-1,-1,-1,0,PI-SIDIS,0
25135,08/22,14:23,10.6716,40.0,Dummy,-3.642,16.75,-6.538,10.305,-1,-1,-1,-1,-1,0,PI-SIDIS,0
25136,08/22,14:54,10.6716,40.0,Dummy,-3.642,16.75,-6.538,10.305,-1,-1,-1,1,-1,-1,HMSDIS,0
25137,08/22,15:10,10.6716,40.0,Dummy,-3.642,16.75,-6.538,10.305,-1,-1,3,-1,-1,-1,HMSDIS,0
25138,08/22,15:44,10.6716,50.0,LD2,-3.642,16.75,-4.868,10.305,-1,-1,-1,-1,-1,0,PI-SIDIS,0
25139,08/22,16:22,10.6716,50.0,LD2,-3.642,16.75,-4.868,10.305,-1,-1,-1,-1,-1,0,PI-SIDIS,0
25140,08/22,16:53,10.6716,50.0,LD2,-3.642,16.75,-4.868,10.305,-1,-1,-1,-1,-1,0,PI-SIDIS,0
25141,08/22,17:25,10.6716,25.0,LD2,-3.642,16.75,-4.868,10.305,-1,-1,-1,-1,-1,0,PI-SIDIS,0
25142,08/22,18:00,10.6716,25.0,LD2,-3.642,16.75,-4.868,10.305,-1,-1,-1,3,-1,-1,HMSDIS,0
25143,08/22,18:20,10.6716,25.0,LD2,-3.642,16.75,-4.868,10.305,-1,7,-1,-1,-1,-1,SHMSDIS,0
25144,08/22,18:35,10.6716,25.0,LD2,-3.642,16.75,-4.868,10.305,-1,7,-1,-1,-1,-1,SHMSDIS,Extra DIS due to replay confusion
25145,08/22,18:43,10.6716,25.0,LD2,-3.642,16.75,-4.868,10.305,-1,-1,-1,3,-1,-1,HMSDIS,0
25146,08/22,19:00,10.6716,25.0,LH2,-3.642,16.75,-4.868,10.305,-1,-1,-1,-1,-1,0,PI-SIDIS,0
25147,08/22,19:36,10.6716,50.0,LH2,-3.642,16.75,-4.868,10.305,-1,-1,-1,-1,-1,0,PI-SIDIS,0
25148,08/22,19:59,10.6716,50.0,LH2,-3.642,16.75,-4.868,10.305,-1,-1,-1,-1,-1,0,PI-SIDIS,0
25149,08/22,20:30,10.6716,50.0,LH2,-3.642,16.75,-4.868,10.305,-1,-1,-1,-1,-1,0,PI-SIDIS,0
25150,08/22,21:13,10.6716,50.0,LH2,-3.642,16.75,-4.868,10.305,-1,-1,-1,-1,0,-1,PI-SIDIS,0
25151,08/22,21:48,10.6716,25.0,LH2,-3.642,16.75,-4.868,10.305,-1,-1,-1,-1,-1,0,PI-SIDIS,0
25152,08/22,22:22,10.6716,25.0,LH2,-3.642,16.75,-4.868,10.305,-1,-1,-1,3,-1,-1,HMSDIS,0
25153,08/22,22:38,10.6716,25.0,LH2,-3.642,16.75,-4.868,10.305,-1,7,-1,-1,-1,-1,SHMSDIS,0
25154,08/22,23:03,10.6716,40.0,Dummy,-3.642,16.75,-4.868,10.305,-1,-1,-1,-1,-1,0,PI-SIDIS,0
25155,08/22,23:35,10.6716,40.0,Dummy,-3.642,16.75,-4.868,10.305,-1,-1,-1,3,-1,-1,HMSDIS,0
25156,08/22,23:53,10.6716,40.0,Dummy,-3.642,16.75,-4.868,10.305,-1,7,-1,-1,-1,-1,SHMSDIS,0
25157,08/23,00:25,10.6716,40.0,C,-3.642,16.75,-4.868,10.305,-1,-1,-1,-1,-1,0,PI-SIDIS,0
25158,08/23,02:28,10.6716,45.0,C,-3.642,16.75,-4.868,10.305,-1,-1,-1,-1,-1,0,PI-SIDIS,HMS dipole trip ~3s before run stop!
25162,08/23,04:05,10.6716,45.0,C,-3.642,16.75,-4.868,10.305,-1,-1,-1,-1,-1,0,PI-SIDIS,0
25163,08/23,04:46,10.6716,45.0,Cu,-3.642,16.75,-4.868,10.305,-1,-1,-1,-1,-1,0,PI-SIDIS,0
25164,08/23,05:21,10.6716,45.0,Cu,-3.642,16.75,-4.868,10.305,-1,-1,-1,-1,-1,0,PI-SIDIS,0
25165,08/23,06:00,10.6716,45.0,Cu,-3.642,16.75,-4.868,10.305,-1,-1,-1,-1,-1,0,PI-SIDIS,0
25166,08/23,06:45,10.6716,45.0,Cu,-3.642,16.75,-4.868,10.305,-1,-1,-1,-1,-1,0,PI-SIDIS,0
25167,08/23,07:36,10.6716,50.0,LH2,-3.642,16.75,-4.868,10.305,-1,-1,-1,-1,-1,0,PI-SIDIS,0
25168,08/23,08:15,10.6716,45.0,LH2,-3.642,16.75,-4.868,10.305,-1,-1,-1,-1,-1,0,PI-SIDIS,0
25169,08/23,08:49,10.6716,45.0,LH2,-3.642,16.75,-4.868,10.305,-1,-1,-1,-1,-1,0,PI-SIDIS,0
25170,08/23,09:24,10.6716,25.0,LH2,-3.642,16.75,-4.868,10.305,-1,-1,-1,-1,-1,0,PI-SIDIS,0
25171,08/23,10:09,10.6716,40.0,Dummy,-3.642,16.75,-4.868,10.305,-1,-1,-1,-1,-1,0,PI-SIDIS,0
25178,08/23,14:00,10.6716,20.0,LD2,-3.642,16.75,-3.632,10.305,-1,-1,-1,3,-1,-1,HMSDIS,"HMS singles run, this one still looks good."
25181,08/23,15:12,10.6716,50.0,LH2,-3.642,16.75,-3.632,10.305,-1,-1,-1,-1,-1,0,PI-SIDIS,0
25182,08/23,15:45,10.6716,50.0,LH2,-3.642,16.75,-3.632,10.305,-1,-1,-1,-1,-1,0,PI-SIDIS,0
25183,08/23,16:17,10.6716,50.0,LH2,-3.642,16.75,-3.632,10.305,-1,-1,-1,-1,0,-1,PI-SIDIS,0
25184,08/23,17:00,10.6716,25.0,LH2,-3.642,16.75,-3.632,10.305,-1,-1,-1,-1,0,-1,PI-SIDIS,0
